Id,UID,UTC,UTCMilliseconds,PCLocalTime,PCTime,ChannelBitmap,SequenceBitmap,UpdateOf,Source,encounterCount,sightingNum,classifiedAs,classifierUsed,classifier2Used,voteList,spList,freqMax,freqMin,duration,freqBeg,freqEnd,freqRange,dcMean,dcStdDev,freqMean,freqStdDev,freqMedian,freqCenter,freqRelBW,freqMaxMinRatio,freqBegEndRatio,freqQuarter1,freqQuarter2,freqQuarter3,freqSpread,dcQuarter1Mean,dcQuarter2Mean,dcQuarter3Mean,dcQuarter4Mean,freqCOFM,freqStepUp,freqStepDown,freqNumSteps,freqSlopeMean,freqAbsSlopeMean,freqPosSlopeMean,freqNegSlopeMean,freqSlopeRatio,freqBegSweep,freqBegUp,freqBegDwn,freqEndSweep,freqEndUp,freqEndDwn,numSweepsUpDwn,numSweepsDwnUp,numSweepsUpFlat,numSweepsDwnFlat,numSweepsFlatUp,numSweepsFlatDwn,freqSweepUpPercent,freqSweepDwnPercent,freqSweepFlatPercent,numInflections,inflMaxDelta,inflMinDelta,inflMaxMinDelta,inflMeanDelta,inflStdDevDelta,inflMedianDelta,infldur,stepdur,freqPeak,bw3db,bw3dbLow,bw3dbHigh,bw10db,bw10dbLow,bw10dbHigh,rmsSignal,rmsNoise,snr,nCrossings,sweepRate,meanTimeZC,medianTimeZC,varianceTimeZC,whaleTrain,clickType,ici,offlineEventID,latitude,longitude
1598,1598,5/8/2014 14:12,277,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter648-B13h55m12s08may2014-Channel1-20140508_141204.csv               ,648,AutoEvent2          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.072-0.0-0.07333-0.2-0.0-0.07733-0.25067-0.13867-0.188-)                                                                      ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,20343.75,18468.75,0.192,18468.75,20343.75,1875,0,0,19717.83088,563.7050511,19921.875,19406.25,0.096618357,1.101522843,0.907834101,19218.75,19828.125,20109.375,703.125,0,0,0,0,0.1125,0,0,0,8392.888849,12707.51953,16880.3267,-8629.261364,-1.95617284,2,1,0,2,1,0,3,2,0,0,0,0,81.81818182,18.18181818,0,5,0.053,0.011,4.818181818,0.02675,0.018191115,0.0215,26.04166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,1599,5/8/2014 14:12,842,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter649-B13h55m12s08may2014-Channel1-20140508_141204.csv               ,649,AutoEvent2          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.15867-0.0-0.04133-0.12667-0.0-0.07333-0.15867-0.176-0.26533-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,23812.5,19687.5,0.48,19687.5,23765.625,4125,0,0,21991.50815,1099.225908,22289.0625,21750,0.189655172,1.20952381,0.828402367,21281.25,22359.375,22921.875,1523.4375,0,0,0,0,0.4078125,0,0,0,8607.954545,10899.62121,13716.2642,-8593.75,-1.59607438,2,1,0,2,1,0,3,3,1,0,0,1,77.27272727,15.90909091,6.818181818,7,0.085,0.01,8.5,0.0355,0.028987929,0.027,14.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,1600,5/8/2014 14:12,5,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter650-B13h55m12s08may2014-Channel1-20140508_141206.csv               ,650,AutoEvent2          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.044-0.0-0.07333-0.09467-0.0-0.02267-0.216-0.29333-0.256-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,22687.5,21421.875,0.245,21421.875,22593.75,1265.625,0,0,21937.5,395.8214148,21843.75,22054.6875,0.05738576,1.059080963,0.94813278,21703.125,22078.125,21562.5,492.1875,0,0,0,0,0.1875,0,0,0,5130.105402,10577.23979,12042.29798,-12528.40909,-0.961199295,2,1,0,2,1,0,2,1,0,0,0,0,75,25,0,3,0.052,0.044,1.181818182,0.048,0.005656854,0.048,12.24489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,1601,5/8/2014 14:12,149,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter651-B13h55m12s08may2014-Channel1-20140508_141204.csv               ,651,AutoEvent2          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.18533-0.0-0.056-0.076-0.0-0.20933-0.14667-0.22933-0.09733-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14718.75,12281.25,0.202,12281.25,14718.75,2437.5,0,0,13080.59211,748.7740117,12656.25,13500,0.180555556,1.198473282,0.834394904,12515.625,12515.625,13593.75,1148.4375,0,0,0,0,0.2625,0,0,0,11391.81999,13285.75938,15864.15816,-5681.818182,-2.792091837,2,1,0,2,1,0,2,2,0,0,0,0,85.71428571,14.28571429,0,4,0.096,0.032,3,0.056333333,0.034645827,0.041,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,1602,5/8/2014 14:12,790,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter652-B13h55m12s08may2014-Channel1-20140508_141204.csv               ,652,AutoEvent2          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.07467-0.0-0.02-0.204-0.0-0.52933-0.09067-0.00667-0.07467-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,16687.5,12843.75,0.298,16593.75,12843.75,3843.75,0,0,15290.17857,1197.985893,15234.375,14765.625,0.26031746,1.299270073,1.291970803,16593.75,15234.375,14671.875,1781.25,0,0,0,0,0.328125,0,0,0,-12025.69619,13730.24164,17045.45455,-13555.75675,-1.257432901,2,1,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,1603,5/8/2014 14:12,842,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter653-B13h55m12s08may2014-Channel1-20140508_141204.csv               ,653,AutoEvent2          ,Sa                  ,NWAtlWhist.model                                                                                                                ,,(0.13467-0.0-0.044-0.30133-0.0-0.296-0.04267-0.028-0.15333-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14484.375,12515.625,0.235,14484.375,12515.625,1968.75,0,0,13371.09375,682.4891216,13148.4375,13500,0.145833333,1.157303371,1.157303371,14109.375,13171.875,12890.625,1171.875,0,0,0,0,0.1640625,0,0,0,-7932.65123,10310.04357,11292.61364,-10831.60004,-1.042561911,0,0,1,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,1604,5/8/2014 14:12,398,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter654-B13h55m12s08may2014-Channel1-20140508_141205.csv               ,654,AutoEvent2          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.14933-0.0-0.012-0.11067-0.0-0.352-0.00667-0.34933-0.02-)                                                                     ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,13593.75,10453.125,0.255,10453.125,13593.75,3140.625,0,0,12078.75,1014.397094,12046.875,12023.4375,0.261208577,1.30044843,0.768965517,11062.5,12046.875,12984.375,1828.125,0,0,0,0,0.253125,0,0,0,12294.82323,12294.82323,14753.78788,0,0,2,1,0,2,1,0,1,0,1,0,1,0,92,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,1605,5/8/2014 14:12,567,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter655-B13h55m12s08may2014-Channel1-20140508_141205.csv               ,655,AutoEvent2          ,Sf                  ,NWAtlWhist.model                                                                                                                ,,(0.196-0.0-0.00533-0.08533-0.0-0.272-0.00933-0.40533-0.02667-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,13359.375,10640.625,0.225,10640.625,13359.375,2718.75,0,0,11644.17614,858.0947149,11414.0625,12000,0.2265625,1.255506608,0.796491228,10921.875,11343.75,12281.25,1300.78125,0,0,0,0,0.2578125,0,0,0,12161.79654,12161.79654,12161.79654,0,0,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,1606,5/8/2014 14:12,995,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter656-B13h55m12s08may2014-Channel1-20140508_141205.csv               ,656,AutoEvent2          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.09867-0.0-0.00933-0.07333-0.0-0.36-0.20133-0.18533-0.072-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,10734.375,7359.375,0.34,7406.25,10734.375,3375,0,0,8904.575893,1131.598282,9046.875,9046.875,0.373056995,1.458598726,0.689956332,7453.125,8953.125,9703.125,2238.28125,0,0,0,0,0.3375,1,0,1,9292.46896,9639.691183,11112.35487,-4687.5,-2.370635705,0,0,1,2,1,0,1,0,0,1,1,0,83.33333333,10,6.666666667,2,0.298,0.298,1,0.298,0,0.298,5.882352941,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,1607,5/8/2014 14:12,834,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter657-B13h55m12s08may2014-Channel1-20140508_141205.csv               ,657,AutoEvent2          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.23467-0.0-0.00133-0.052-0.0-0.652-0.016-0.03067-0.01333-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14625,10546.875,0.449,10546.875,14296.875,4078.125,0,0,12445.88415,1386.784099,12093.75,12585.9375,0.324022346,1.386666667,0.737704918,11156.25,12093.75,13781.25,2531.25,0,0,0,0,0.39375,0,0,0,8142.015862,9605.084044,9593.026976,-9753.787879,-0.983518105,2,1,0,0,0,1,1,0,0,0,0,0,94.73684211,5.263157895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1608,5/8/2014 14:12,930,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter658-B13h55m12s08may2014-Channel1-20140508_141205.csv               ,658,AutoEvent2          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.132-0.0-0.0-0.26933-0.0-0.29467-0.08267-0.024-0.19733-)                                                                      ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15281.25,10781.25,0.32,15281.25,10875,4500,0,0,13312.5,1712.702429,13921.875,13031.25,0.345323741,1.417391304,1.405172414,14906.25,13921.875,10781.25,3515.625,0,0,0,0,0.4734375,0,0,0,-10518.76184,15035.07885,19570.70707,-15819.04424,-1.237161157,0,0,1,0,0,1,1,1,0,0,0,0,16,84,0,2,0.042,0.042,1,0.042,0,0.042,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,1609,5/8/2014 14:12,37,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter659-B13h55m12s08may2014-Channel1-20140508_141206.csv               ,659,AutoEvent2          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.23333-0.0-0.00933-0.07467-0.0-0.57867-0.00933-0.04667-0.048-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14765.625,10781.25,0.373,10781.25,14765.625,3984.375,0,0,12443.93382,1291.13265,12515.625,12773.4375,0.311926606,1.369565217,0.73015873,11015.625,12421.875,13546.875,2472.65625,0,0,0,0,0.3890625,0,0,0,9950.266156,10234.35706,11484.35459,-4687.5,-2.449995646,2,1,0,2,1,0,1,0,1,0,1,0,93.75,3.125,3.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,1610,5/8/2014 14:12,114,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter660-B13h55m12s08may2014-Channel1-20140508_141207.csv               ,660,AutoEvent2          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.17467-0.0-0.07067-0.128-0.0-0.24133-0.27467-0.03333-0.07733-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15515.625,14203.125,0.16,15234.375,14296.875,1312.5,0,0,15052.73438,489.8007607,15281.25,14859.375,0.088328076,1.092409241,1.06557377,15468.75,15468.75,14718.75,785.15625,0,0,0,0,0.1265625,0,0,0,-5970.643939,10572.91667,6903.409091,-15509.58807,-0.445105896,2,1,0,0,0,1,0,0,1,0,0,1,33.33333333,60,6.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,1611,5/8/2014 14:12,170,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter661-B13h55m12s08may2014-Channel1-20140508_141208.csv               ,661,AutoEvent2          ,Sa                  ,NWAtlWhist.model                                                                                                                ,,(0.00933-0.0-0.04-0.36133-0.0-0.02533-0.18933-0.08667-0.288-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,23906.25,18046.875,0.363,18046.875,21750,5859.375,0,0,21541.07143,1702.686827,21890.625,20976.5625,0.279329609,1.324675325,0.829741379,20062.5,23015.625,22828.125,2671.875,0,0,0,0,0.7453125,0,0,0,10030.91578,23065.67513,25574.63843,-18465.90909,-1.384965035,2,1,0,0,0,1,1,0,0,0,0,0,64.51612903,35.48387097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,1612,5/8/2014 14:12,488,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter662-B13h55m12s08may2014-Channel1-20140508_141207.csv               ,662,AutoEvent2          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.204-0.0-0.048-0.05867-0.0-0.19867-0.29867-0.11333-0.07867-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14250,12796.875,0.287,12843.75,14156.25,1453.125,0,0,13679.12946,553.7592837,13921.875,13523.4375,0.10745234,1.113553114,0.907284768,12796.875,14203.125,13921.875,1183.59375,0,0,0,0,0.2390625,0,0,0,4577.020202,11142.67677,19292.35537,-8863.636364,-2.176573427,2,1,0,2,1,0,2,1,1,0,1,0,54.16666667,41.66666667,4.166666667,3,0.096,0.022,4.363636364,0.059,0.052325902,0.059,10.45296167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,1613,5/8/2014 14:12,584,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter663-B13h55m12s08may2014-Channel1-20140508_141207.csv               ,663,AutoEvent2          ,Sa                  ,NWAtlWhist.model                                                                                                                ,,(0.25333-0.0-0.00133-0.33067-0.0-0.32133-0.01067-0.06667-0.016-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15703.125,10359.375,0.394,10359.375,15703.125,5343.75,0,0,13573.06985,1654.595195,13945.3125,13031.25,0.410071942,1.515837104,0.659701493,12421.875,13875,14859.375,2378.90625,0,0,0,0,0.4921875,0,0,0,13302.5329,13302.5329,13718.23706,0,0,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,1614,5/8/2014 14:12,883,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter664-B13h55m12s08may2014-Channel1-20140508_141207.csv               ,664,AutoEvent2          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.056-0.0-0.024-0.06667-0.0-0.64667-0.1-0.07333-0.03333-)                                                                      ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12703.125,7500,0.564,7500,12703.125,5203.125,0,0,9486.979167,1655.690181,9070.3125,10101.5625,0.515081206,1.69375,0.590405904,7968.75,9000,10875,2859.375,0,0,0,0,0.4875,0,0,0,9180.692539,9770.31518,10685.14265,-15625,-0.68384913,2,1,0,2,1,0,1,1,0,0,0,0,98.03921569,1.960784314,0,2,0.533,0.533,1,0.533,0,0.533,3.546099291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,1615,5/8/2014 14:12,831,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter665-B13h55m12s08may2014-Channel1-20140508_141208.csv               ,665,AutoEvent2          ,Tt                  ,NWAtlWhist.model                                                                                                                ,,(0.032-0.0-0.068-0.116-0.0-0.02267-0.216-0.16133-0.384-)                                                                        ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,23859.375,21375,0.235,21375,23156.25,2484.375,0,0,22830.16304,789.2531041,23062.5,22617.1875,0.10984456,1.11622807,0.923076923,22125,23156.25,23812.5,1265.625,0,0,0,0,0.2625,0,0,0,7460.614669,14395.0155,13356.21843,-19069.60227,-0.700393131,2,1,0,0,0,1,1,0,0,0,0,0,84.21052632,15.78947368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,1616,5/8/2014 14:12,853,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter666-B13h55m12s08may2014-Channel1-20140508_141208.csv               ,666,AutoEvent2          ,Sa                  ,NWAtlWhist.model                                                                                                                ,,(0.16533-0.0-0.012-0.328-0.0-0.09733-0.032-0.22-0.14533-)                                                                       ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15515.625,10546.875,0.309,10546.875,14625,4968.75,0,0,12456.25,1417.462484,12000,13031.25,0.381294964,1.471111111,0.721153846,11437.5,11953.125,13359.375,1839.84375,0,0,0,0,0.4453125,0,0,0,12999.60815,19141.84953,17261.1532,-89062.5,-0.193809439,2,1,0,0,0,1,1,0,0,0,0,0,96.2962963,3.703703704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,1617,5/8/2014 14:12,842,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter667-B13h55m12s08may2014-Channel1-20140508_141208.csv               ,667,AutoEvent2          ,Scl                 ,NWAtlWhist.model                                                                                                                ,,(0.10267-0.0-0.11467-0.14-0.0-0.136-0.31733-0.04533-0.144-)                                                                     ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,21140.625,19125,0.512,20015.625,21000,2015.625,0,0,20290.17857,715.067844,20484.375,20132.8125,0.100116414,1.105392157,0.953125,20906.25,20390.625,19125,1265.625,0,0,0,0,0.4546875,0,0,0,1910.215436,10148.8518,13155.34607,-12357.95455,-1.064524556,2,1,0,2,1,0,3,1,1,1,2,0,54.71698113,37.73584906,7.547169811,5,0.181,0.021,8.619047619,0.1145,0.067154052,0.128,9.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1618,5/8/2014 14:12,802,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter668-B13h55m12s08may2014-Channel1-20140508_141209.csv               ,668,AutoEvent2          ,Tt                  ,NWAtlWhist.model                                                                                                                ,,(0.00933-0.0-0.04667-0.08267-0.0-0.01067-0.19333-0.15333-0.504-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,23437.5,22593.75,0.16,22687.5,22828.125,843.75,0,0,22866.21094,236.6878074,22781.25,23015.625,0.036659878,1.037344398,0.993839836,22968.75,22875,22734.375,164.0625,0,0,0,0,0.1265625,0,0,0,880.6818182,10653.40909,14417.61364,-12215.90909,-1.180232558,2,1,0,2,1,0,2,1,0,1,1,0,50,42.85714286,7.142857143,4,0.053,0.032,1.65625,0.042666667,0.010503968,0.043,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,1619,5/8/2014 14:12,250,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter669-B13h55m12s08may2014-Channel1-20140508_141210.csv               ,669,AutoEvent2          ,Tt                  ,NWAtlWhist.model                                                                                                                ,,(0.064-0.0-0.08267-0.12533-0.0-0.044-0.18533-0.17867-0.32-)                                                                     ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,23953.125,21421.875,0.277,21421.875,23953.125,2531.25,0,0,22689.45313,551.2598377,22687.5,22687.5,0.111570248,1.118161926,0.894324853,22171.875,22640.625,23062.5,867.1875,0,0,0,0,0.1171875,0,0,0,8525.313113,9317.885576,9771.275472,-4557.291667,-2.144097018,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,1620,5/8/2014 14:12,933,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter670-B13h55m12s08may2014-Channel1-20140508_141210.csv               ,670,AutoEvent2          ,Tt                  ,NWAtlWhist.model                                                                                                                ,,(0.016-0.0-0.096-0.11467-0.0-0.02133-0.27333-0.04667-0.432-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,20765.625,20062.5,0.15,20578.125,20062.5,703.125,0,0,20559.375,228.1311154,20671.875,20414.0625,0.034443169,1.035046729,1.025700935,20671.875,20625,20531.25,210.9375,0,0,0,0,0.065625,0,0,0,-3174.039502,9809.59145,11612.21591,-15147.56944,-0.766605887,2,1,0,0,0,1,2,2,1,0,0,1,36.36363636,54.54545455,9.090909091,5,0.023,0.011,2.090909091,0.01875,0.005315073,0.0205,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,1621,5/8/2014 14:12,880,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter671-B13h55m12s08may2014-Channel1-20140508_141210.csv               ,671,AutoEvent2          ,Scl                 ,NWAtlWhist.model                                                                                                                ,,(0.05733-0.0-0.04667-0.11467-0.0-0.044-0.38267-0.13333-0.22133-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15375,14109.375,0.214,14437.5,14484.375,1265.625,0,0,14667.41071,377.8906446,14578.125,14742.1875,0.085850556,1.089700997,0.996763754,14109.375,15281.25,14625,468.75,0,0,0,0,0.215625,0,0,0,86.41098485,17917.85038,22505.3267,-17831.43939,-1.262114976,0,0,1,0,0,1,2,2,0,0,0,0,42.85714286,57.14285714,0,4,0.065,0.022,2.954545455,0.046333333,0.022052967,0.052,18.69158879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,1622,5/8/2014 14:12,709,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter672-B13h55m12s08may2014-Channel1-20140508_141210.csv               ,672,AutoEvent2          ,Sa                  ,NWAtlWhist.model                                                                                                                ,,(0.00533-0.0-0.01333-0.43467-0.0-0.004-0.33333-0.06-0.14933-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,23203.125,18890.625,0.234,19312.5,22921.875,4312.5,0,0,21375,1351.12545,21609.375,21046.875,0.204899777,1.228287841,0.842535787,20531.25,21562.5,22406.25,1781.25,0,0,0,0,0.3140625,0,0,0,15148.08721,23670.81448,21997.37762,-36221.59091,-0.607300151,0,0,1,2,1,0,1,1,0,0,0,0,100,0,0,2,0.148,0.148,1,0.148,0,0.148,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1623,5/8/2014 14:12,157,5/8/2014 10:12,8/4/2023 13:59,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter673-B13h55m12s08may2014-Channel1-20140508_141211.csv               ,673,AutoEvent2          ,Sf                  ,NWAtlWhist.model                                                                                                                ,,(0.02667-0.0-0.09333-0.116-0.0-0.02133-0.208-0.33067-0.204-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,23250,21609.375,0.213,21609.375,23109.375,1640.625,0,0,22792.41071,495.8357562,22968.75,22429.6875,0.073145246,1.075921909,0.935091278,22406.25,23156.25,22921.875,468.75,0,0,0,0,0.1359375,0,0,0,7052.556818,10447.44318,15909.09091,-8487.215909,-1.874476987,2,1,0,2,1,0,2,0,1,1,2,0,63.63636364,27.27272727,9.090909091,3,0.041,0.032,1.28125,0.0365,0.006363961,0.0365,14.08450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
